2008,2,25,100000.0,
2008,2,26,99977.0,
2008,2,27,100822.0,
2008,3,3,99180.0,
2008,3,4,97981.0,
2008,3,5,98088.0,
2008,4,1,98088.0,
2008,4,7,98225.0,
2008,4,8,98239.0,
2008,4,14,97750.0,
2008,4,15,97704.0,
2008,4,18,97704.0,
2008,4,21,98002.0,
2008,4,25,96842.0,
2008,4,28,97023.0,
2008,5,1,97170.0,
2008,5,2,97229.0,
2008,5,5,97422.0,
2008,5,6,98415.0,
2008,5,8,98049.0,
2008,5,9,97399.0,
2008,5,12,97953.0,
2008,5,13,98025.0,
2008,5,15,98025.0,
2008,5,16,98243.0,
2008,5,19,97954.0,
2008,5,22,97558.0,
2008,5,23,97198.0,
2008,5,27,97366.0,
2008,7,30,97366.0,
2008,8,5,97396.0,
2008,8,6,98348.0,
2008,8,8,97805.0,
2008,8,11,97858.999999999985,
2008,8,12,98772.0,
2008,8,13,102555.0,
2008,8,14,101846.0,
2008,8,15,100386.0,
2008,8,18,99235.0,
2008,8,19,98962.0,
2008,8,21,99207.0,
2008,8,22,99323.0,
2008,11,4,99323.0,
2008,11,11,99267.0,
2008,12,8,99267.0,
2008,12,15,99103.0,
2008,12,16,99103.0,
2008,12,23,99135.0,
2008,12,31,99135.0,
2009,1,6,99253.0,
2009,1,8,99279.0,
2009,1,13,99157.0,
2009,2,6,99157.0,
2009,2,13,99031.0,
2009,3,18,99031.0,
2009,3,24,99129.0,
2009,3,25,99161.0,
2009,3,27,99184.0,
2009,3,31,99359.0,
2009,4,3,99513.0,
2009,4,13,99668.0,
2009,4,15,99690.0,
2009,4,16,99725.0,
2009,4,17,99630.0,
2009,4,20,99603.0,
2009,4,22,99616.0,
2009,4,23,99667.0,
2009,4,24,99642.0,
2009,4,29,99806.0,
2009,4,30,99954.0,
2009,5,1,99923.0,
2009,5,4,101144.0,
2009,5,5,100518.0,
2009,5,6,101131.00000000001,
2009,5,7,101703.00000000001,
2009,5,8,103125.00000000001,
2009,5,11,103887.0,
2009,5,12,103356.0,
2009,5,13,102164.0,
2009,5,14,102710.0,
2009,5,15,102811.00000000001,
2009,5,18,103144.00000000001,
2009,5,29,103144.0,
2009,6,2,103425.0,
2009,6,3,103168.0,
2009,6,4,103546.00000000001,
2009,6,5,103488.00000000001,
2009,6,8,103551.0,
2009,6,9,103525.0,
2009,6,10,103382.00000000001,
2009,6,11,103397.0,
2009,6,12,103457.0,
2009,6,15,102552.0,
2009,6,16,102748.0,
2009,6,18,103227.0,
2009,6,19,103278.0,
2009,7,20,103278.0,
2009,7,21,103274.0,
2009,7,22,103418.0,
2009,7,23,103506.0,
2009,7,24,103502.0,
2009,7,27,103715.0,
2009,7,28,104134.0,
2009,7,29,104403.0,
2009,7,30,104294.0,
2009,7,31,104390.0,
2009,8,3,104470.0,
2009,8,4,104528.0,
2009,8,5,104261.0,
2009,8,6,103987.0,
2009,8,7,104517.0,
2009,8,10,104315.00000000001,
2009,8,11,104201.00000000001,
2009,8,12,104225.00000000001,
2009,8,13,104200.00000000001,
2009,8,14,104199.00000000001,
2009,8,20,104248.00000000001,
2009,8,21,104248.00000000001,
2009,8,25,104219.00000000001,
2009,8,28,104204.00000000001,
2009,9,1,103771.00000000001,
2009,9,4,104517.00000000001,
2009,9,10,104517.00000000001,
2009,9,11,104465.00000000001,
2009,9,14,104690.00000000001,
2009,9,15,104814.00000000001,
2009,9,16,105050.0,
2009,9,17,104839.0,
2009,9,18,104977.0,
2009,9,21,105161.00000000001,
2009,9,22,105783.0,
2009,9,23,105612.0,
2009,9,24,105401.00000000001,
2009,9,25,105503.00000000001,
2009,9,28,105674.00000000001,
2009,9,29,105744.00000000001,
2009,10,9,105744.00000000001,
2009,10,13,105807.00000000001,
2009,10,15,105788.00000000001,
2009,10,16,105840.00000000001,
2009,10,19,106168.00000000001,
2009,10,20,105974.0,
2009,10,22,105966.00000000001,
2009,10,23,105214.00000000001,
2009,10,26,104289.00000000001,
2009,10,27,103967.00000000001,
2009,10,29,103955.00000000001,
2009,11,9,103955.00000000001,
2009,11,11,103964.00000000001,
2009,11,16,104312.00000000001,
2009,11,17,104246.00000000001,
2009,11,18,104086.00000000001,
2009,11,24,103880.00000000001,
2009,11,25,103892.00000000001,
2009,12,14,103892.00000000001,
2009,12,21,103414.00000000003,
2009,12,23,103738.00000000003,
2009,12,28,103823.00000000001,
2009,12,29,104043.00000000003,
2009,12,31,103888.00000000001,
