2008,12,1,55851.0,
2008,12,2,57037.0,
2008,12,3,58070.0,
2008,12,4,57283.0,
2008,12,8,60241.0,
2008,12,9,60208.0,
2008,12,10,60359.0,
2008,12,11,60019.0,
2008,12,12,60354.0,
2008,12,15,59700.0,
2008,12,16,61571.0,
2008,12,17,61252.0,
2008,12,18,60209.0,
2008,12,19,59812.0,
2008,12,22,59338.0,
2008,12,23,59032.0,
2008,12,24,59381.0,
2008,12,26,59368.0,
2008,12,29,59319.0,
2008,12,30,59597.0,
2008,12,31,59649.0,
2009,1,6,59740.0,
2009,1,7,59740.0,
2009,1,9,59581.0,
2009,1,12,59057.0,
2009,1,14,58532.0,
2009,1,15,58348.0,
2009,1,16,58758.0,
2009,1,20,57956.0,
2009,1,22,58277.0,
2009,1,23,58413.0,
2009,1,26,58503.0,
2009,1,27,58452.0,
2009,1,29,58444.0,
2009,1,30,58371.0,
2009,2,2,58386.0,
2009,2,3,58507.0,
2009,2,4,58311.0,
2009,2,5,58578.0,
2009,2,6,59048.0,
2009,2,10,58517.0,
2009,2,11,58577.0,
2009,2,12,58475.0,
2009,2,17,57940.0,
2009,2,18,57852.0,
2009,2,19,57586.0,
2009,2,20,57580.0,
2009,2,23,57449.0,
2009,2,24,58496.0,
2009,2,25,58325.0,
2009,2,26,58344.0,
2009,2,27,58171.0,
2009,3,2,57569.0,
2009,3,3,57211.0,
2009,3,4,57562.0,
2009,3,5,56594.0,
2009,3,6,56559.0,
2009,3,9,56644.0,
2009,3,10,58147.0,
2009,3,11,58410.0,
2009,3,12,59175.0,
2009,3,13,59300.0,
2009,3,16,59285.0,
2009,3,18,59915.0,
2009,3,19,59628.0,
2009,3,20,59260.0,
2009,3,23,60862.0,
2009,3,24,60744.0,
2009,3,26,61314.999999999993,
2009,3,27,61212.999999999993,
2009,3,30,60908.0,
2009,3,31,61157.0,
2009,4,3,62066.0,
2009,4,6,61926.0,
2009,4,7,61776.0,
2009,4,13,62172.0,
2009,4,14,62012.999999999993,
2009,4,20,61998.999999999993,
2009,4,21,62548.0,
2009,4,22,62561.0,
2009,4,27,63243.999999999993,
2009,4,29,63247.999999999993,
2009,5,7,63247.999999999993,
2009,5,11,63236.0,
2009,5,12,63160.0,
2009,5,13,62914.0,
2009,5,14,63216.999999999993,
2009,5,15,63040.0,
2009,5,18,63737.999999999993,
2009,5,19,63755.0,
2009,5,20,63776.0,
2009,5,21,63816.0,
2009,5,22,63786.0,
2009,5,28,63827.0,
2009,5,29,63826.0,
2009,6,3,63826.0,
2009,6,8,63837.0,
2009,6,9,63880.999999999993,
2009,6,10,64073.0,
2009,6,12,64143.0,
2009,6,15,64000.0,
2009,6,16,63908.0,
2009,6,17,63873.0,
2009,6,18,63931.999999999993,
2009,6,19,64004.999999999993,
2009,6,22,63776.999999999993,
2009,6,24,63995.0,
2009,6,25,64167.0,
2009,6,29,64279.0,
2009,7,2,64279.0,
2009,7,6,64323.0,
2009,7,7,64274.0,
2009,7,8,64215.0,
2009,7,10,64209.0,
2009,7,13,64329.0,
2009,7,14,64407.0,
2009,7,15,64477.0,
2009,7,22,64477.0,
2009,7,28,64523.0,
2009,7,29,64470.0,
2009,8,4,64632.0,
2009,8,5,64623.0,
2009,8,10,64622.999999999993,
2009,8,11,64631.0,
2009,8,14,64719.999999999993,
2009,8,17,64529.0,
2009,8,18,64656.0,
2009,8,19,64663.0,
2009,8,21,64830.999999999993,
2009,8,24,64830.999999999993,
2009,8,25,64830.999999999993,
2009,8,26,64839.999999999993,
2009,8,31,64855.999999999993,
2009,9,1,64798.999999999993,
2009,9,2,64798.999999999993,
2009,9,8,64988.999999999993,
2009,9,9,65086.999999999993,
2009,9,10,65156.999999999993,
2009,9,11,65144.999999999993,
2009,9,15,65237.999999999993,
2009,9,18,65242.999999999993,
2009,9,28,65242.999999999993,
2009,10,1,65224.999999999993,
2009,10,5,65265.999999999993,
2009,10,8,65290.999999999993,
2009,10,13,65290.999999999993,
2009,10,16,65251.999999999993,
2009,10,20,65201.999999999993,
2009,10,21,65162.999999999993,
2009,10,23,65124.999999999993,
2009,10,28,65026.0,
2009,10,30,65028.999999999993,
2009,11,3,65028.999999999993,
2009,11,10,65056.999999999993,
2009,11,17,65070.999999999993,
2009,11,24,65064.0,
2009,12,4,65064.0,
2009,12,9,65149.0,
2009,12,11,65147.0,
2009,12,15,65119.0,
2009,12,16,65117.0,
2009,12,18,65107.0,
2009,12,22,65147.0,
